id_venda,data_venda,produto,categoria,marca,preco_unitario,quantidade,desconto,regiao,estado,forma_pagamento,canal_venda
1625,2025-03-01,MacBook Air M2,Notebooks,Apple,8899.93,1,0.0,Sudeste,ES,Pix,Loja Física
1626,2025-03-01,Ideapad 3,Notebooks,Lenovo,3028.0,1,0.1,Sudeste,MG,Cartão de Crédito,Online
1627,2025-03-02,Aspire 5,Notebooks,Acer,3005.44,2,0.1,Sudeste,SP,Pix,Loja Física
1628,2025-03-02,"Smart TV 50"" 4K",TVs,Samsung,2712.26,1,0.0,Sudeste,MG,Cartão de Crédito,Online
1629,2025-03-02,Cabo USB-C 2m,Acessórios,Baseus,37.48,2,0.0,Sudeste,SP,Cartão de Crédito,Online
1630,2025-03-03,Inspiron 15,Notebooks,Dell,3427.05,1,0.0,Norte,PA,Pix,Loja Física
1631,2025-03-03,"Smart TV 55"" OLED",TVs,LG,5913.09,1,0.1,Sudeste,RJ,Cartão de Crédito,Online
1632,2025-03-03,JBL Charge 5,Áudio,JBL,985.96,1,0.0,Sudeste,ES,Cartão de Crédito,Online
1633,2025-03-03,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,196.47,1,0.0,Sul,PR,Cartão de Crédito,Loja Física
1634,2025-03-03,Moto G84,Smartphones,Motorola,1478.19,1,0.15,Norte,PA,Boleto,Loja Física
1635,2025-03-03,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,190.62,1,0.15,Sudeste,SP,Pix,Loja Física
1636,2025-03-05,"Smart TV 50"" 4K",TVs,Samsung,2910.5,1,0.0,Nordeste,CE,Cartão de Crédito,Loja Física
1637,2025-03-05,Cabo USB-C 2m,Acessórios,Baseus,39.62,1,0.0,Sudeste,SP,Pix,Loja Física
1638,2025-03-05,Carregador Turbo 65W,Acessórios,Anker,147.7,1,0.05,Sudeste,RJ,Cartão de Crédito,Loja Física
1639,2025-03-05,Xbox Series S,Games,Microsoft,2423.23,1,0.1,Sul,PR,Cartão de Crédito,Online
1640,2025-03-06,Nintendo Switch,Games,Nintendo,2718.55,1,0.1,Nordeste,BA,Cartão de Crédito,Loja Física
1641,2025-03-06,PlayStation 5,Games,Sony,3989.2,1,0.2,Nordeste,CE,Cartão de Débito,Loja Física
1642,2025-03-07,Mouse Sem Fio,Acessórios,Logitech,129.11,1,0.05,Sudeste,MG,Pix,Online
1643,2025-03-07,Xbox Series S,Games,Microsoft,2520.0,1,0.1,Sudeste,SP,Cartão de Crédito,Loja Física
1644,2025-03-08,Ideapad 3,Notebooks,Lenovo,2802.58,1,0.1,Sudeste,RJ,Cartão de Crédito,Online
1645,2025-03-08,iPhone 15,Smartphones,Apple,5706.66,1,0.05,Sul,PR,Cartão de Crédito,Online
1646,2025-03-08,"Smart TV 50"" 4K",TVs,Samsung,2829.39,1,0.0,Sul,RS,Pix,Online
1647,2025-03-09,Mi Band 8,Wearables,Xiaomi,290.86,2,0.0,Sudeste,SP,Pix,Online
1648,2025-03-10,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,193.15,2,0.0,Sul,RS,Cartão de Débito,Online
1649,2025-03-10,"Smart TV 55"" OLED",TVs,LG,6269.44,2,0.05,Sudeste,MG,Cartão de Crédito,Loja Física
1650,2025-03-10,iPhone 15,Smartphones,Apple,5399.13,3,0.05,Sudeste,MG,Cartão de Crédito,Online
1651,2025-03-11,PlayStation 5,Games,Sony,4187.16,1,0.0,Sul,RS,Pix,Online
1652,2025-03-11,Cabo USB-C 2m,Acessórios,Baseus,40.86,1,0.1,Nordeste,PE,Cartão de Crédito,Loja Física
1653,2025-03-12,JBL Charge 5,Áudio,JBL,998.97,1,0.0,Sudeste,SP,Pix,Loja Física
1654,2025-03-12,Mi Band 8,Wearables,Xiaomi,290.02,1,0.0,Centro-Oeste,DF,Boleto,Loja Física
1655,2025-03-13,Cabo USB-C 2m,Acessórios,Baseus,39.52,2,0.0,Nordeste,CE,Pix,Online
1656,2025-03-13,Redmi Note 13,Smartphones,Xiaomi,1707.58,1,0.0,Norte,PA,Pix,Loja Física
1657,2025-03-13,Mouse Sem Fio,Acessórios,Logitech,133.82,2,0.1,Nordeste,CE,Pix,Loja Física
1658,2025-03-13,Cabo USB-C 2m,Acessórios,Baseus,37.1,1,0.05,Nordeste,BA,Cartão de Crédito,Online
1659,2025-03-13,Mouse Sem Fio,Acessórios,Logitech,127.26,1,0.0,Centro-Oeste,GO,Boleto,Online
1660,2025-03-13,PlayStation 5,Games,Sony,4189.66,1,0.0,Nordeste,CE,Pix,Online
1661,2025-03-14,Mi Band 8,Wearables,Xiaomi,295.75,1,0.1,Sudeste,SP,Cartão de Crédito,Online
1662,2025-03-14,Cabo USB-C 2m,Acessórios,Baseus,38.45,4,0.0,Nordeste,PE,Cartão de Crédito,Online
1663,2025-03-14,Cabo USB-C 2m,Acessórios,Baseus,38.39,3,0.05,Centro-Oeste,GO,Cartão de Crédito,Loja Física
1664,2025-03-16,"Smart TV 50"" 4K",TVs,Samsung,2856.59,1,0.0,Sul,RS,Cartão de Crédito,Online
1665,2025-03-16,Mi Band 8,Wearables,Xiaomi,305.43,4,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
1666,2025-03-16,Redmi Note 13,Smartphones,Xiaomi,1783.57,1,0.1,Sudeste,RJ,Cartão de Crédito,Online
1667,2025-03-16,Teclado Mecânico,Acessórios,Redragon,240.52,1,0.15,Centro-Oeste,GO,Pix,Online
1668,2025-03-16,Redmi Note 13,Smartphones,Xiaomi,1626.9,2,0.05,Sudeste,MG,Pix,Online
1669,2025-03-16,AirPods Pro,Áudio,Apple,1916.96,1,0.1,Sudeste,SP,Cartão de Débito,Online
1670,2025-03-17,AirPods Pro,Áudio,Apple,1823.64,2,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
1671,2025-03-17,AirPods Pro,Áudio,Apple,1917.54,1,0.0,Nordeste,BA,Cartão de Crédito,Online
1672,2025-03-17,Cabo USB-C 2m,Acessórios,Baseus,38.53,4,0.0,Sudeste,ES,Pix,Online
1673,2025-03-17,Mi Band 8,Wearables,Xiaomi,302.54,1,0.0,Sudeste,MG,Cartão de Crédito,Online
1674,2025-03-17,Redmi Note 13,Smartphones,Xiaomi,1662.14,1,0.0,Centro-Oeste,DF,Pix,Loja Física
1675,2025-03-17,Moto G84,Smartphones,Motorola,1548.31,1,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
1676,2025-03-17,AirPods Pro,Áudio,Apple,1969.27,1,0.05,Nordeste,PI,Cartão de Crédito,Online
1677,2025-03-18,Mouse Sem Fio,Acessórios,Logitech,124.57,2,0.0,Nordeste,CE,Cartão de Crédito,Loja Física
1678,2025-03-18,Carregador Turbo 65W,Acessórios,Anker,147.19,5,0.1,Sudeste,MG,Cartão de Crédito,Online
1679,2025-03-18,Mi Band 8,Wearables,Xiaomi,290.08,4,0.05,Sul,RS,Cartão de Crédito,Online
1680,2025-03-18,Galaxy S24,Smartphones,Samsung,4735.02,1,0.0,Sudeste,SP,Cartão de Crédito,Online
1681,2025-03-18,Apple Watch SE,Wearables,Apple,2596.85,1,0.0,Sul,PR,Cartão de Crédito,Online
1682,2025-03-18,Inspiron 15,Notebooks,Dell,3433.08,1,0.05,Sudeste,MG,Pix,Loja Física
1683,2025-03-19,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,193.96,5,0.0,Sul,SC,Cartão de Crédito,Online
1684,2025-03-19,Carregador Turbo 65W,Acessórios,Anker,147.6,3,0.0,Sul,SC,Cartão de Crédito,Loja Física
1685,2025-03-19,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,197.46,1,0.15,Nordeste,BA,Cartão de Crédito,Online
1686,2025-03-19,Mouse Sem Fio,Acessórios,Logitech,135.42,5,0.2,Centro-Oeste,DF,Cartão de Crédito,Online
1687,2025-03-19,"Smart TV 43"" Full HD",TVs,TCL,1646.16,1,0.0,Sul,PR,Boleto,Loja Física
1688,2025-03-19,Moto G84,Smartphones,Motorola,1429.99,1,0.0,Nordeste,PE,Cartão de Débito,Online
1689,2025-03-20,Galaxy Watch 6,Wearables,Samsung,1721.41,1,0.05,Sul,RS,Pix,Online
1690,2025-03-20,iPhone 15,Smartphones,Apple,5742.99,1,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
1691,2025-03-21,Nintendo Switch,Games,Nintendo,2695.42,2,0.1,Sul,PR,Cartão de Crédito,Loja Física
1692,2025-03-21,Cabo USB-C 2m,Acessórios,Baseus,38.27,4,0.05,Sudeste,SP,Pix,Online
1693,2025-03-22,Carregador Turbo 65W,Acessórios,Anker,146.05,1,0.0,Sudeste,SP,Boleto,Online
1694,2025-03-23,AirPods Pro,Áudio,Apple,1929.15,1,0.0,Sudeste,RJ,Boleto,Online
1695,2025-03-23,Redmi Note 13,Smartphones,Xiaomi,1698.01,1,0.0,Sudeste,SP,Cartão de Débito,Online
1696,2025-03-23,"Smart TV 43"" Full HD",TVs,TCL,1775.18,1,0.05,Nordeste,CE,Pix,Loja Física
1697,2025-03-23,JBL Charge 5,Áudio,JBL,949.15,1,0.15,Nordeste,BA,Boleto,Online
1698,2025-03-24,Mouse Sem Fio,Acessórios,Logitech,133.76,1,0.05,Sudeste,SP,Boleto,Loja Física
1699,2025-03-24,Carregador Turbo 65W,Acessórios,Anker,152.57,1,0.0,Nordeste,BA,Pix,Loja Física
1700,2025-03-24,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,197.57,1,0.0,Sudeste,MG,Cartão de Crédito,Online
1701,2025-03-24,Carregador Turbo 65W,Acessórios,Anker,151.38,2,0.05,Sul,RS,Cartão de Crédito,Loja Física
1702,2025-03-24,PlayStation 5,Games,Sony,4065.35,1,0.05,Sudeste,SP,Cartão de Crédito,Loja Física
1703,2025-03-25,"Smart TV 50"" 4K",TVs,Samsung,2698.61,1,0.0,Centro-Oeste,GO,Cartão de Crédito,Loja Física
1704,2025-03-25,Moto G84,Smartphones,Motorola,1531.32,1,0.0,Sul,PR,Pix,Online
1705,2025-03-25,Carregador Turbo 65W,Acessórios,Anker,154.22,1,0.0,Centro-Oeste,MT,Cartão de Débito,Online
1706,2025-03-25,Aspire 5,Notebooks,Acer,2958.72,1,0.0,Nordeste,PE,Boleto,Loja Física
1707,2025-03-25,Galaxy Watch 6,Wearables,Samsung,1780.87,1,0.0,Nordeste,CE,Cartão de Crédito,Online
1708,2025-03-26,Galaxy S24,Smartphones,Samsung,4720.05,1,0.1,Sul,SC,Pix,Online
1709,2025-03-26,Ideapad 3,Notebooks,Lenovo,2798.84,1,0.0,Sudeste,SP,Pix,Online
1710,2025-03-26,Carregador Turbo 65W,Acessórios,Anker,147.94,1,0.05,Sul,RS,Cartão de Débito,Online
1711,2025-03-26,Ideapad 3,Notebooks,Lenovo,2769.83,1,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
1712,2025-03-26,Cabo USB-C 2m,Acessórios,Baseus,38.96,2,0.0,Norte,AM,Pix,Online
1713,2025-03-27,Galaxy S24,Smartphones,Samsung,4779.91,1,0.0,Sudeste,SP,Pix,Online
1714,2025-03-27,Inspiron 15,Notebooks,Dell,3455.02,1,0.0,Sudeste,SP,Pix,Online
1715,2025-03-27,JBL Charge 5,Áudio,JBL,1048.06,1,0.1,Sudeste,SP,Cartão de Crédito,Loja Física
1716,2025-03-28,AirPods Pro,Áudio,Apple,1834.88,1,0.05,Nordeste,CE,Pix,Online
1717,2025-03-28,Cabo USB-C 2m,Acessórios,Baseus,38.61,2,0.05,Sul,RS,Boleto,Online
1718,2025-03-28,Redmi Note 13,Smartphones,Xiaomi,1783.93,1,0.0,Sudeste,SP,Pix,Loja Física
1719,2025-03-28,Galaxy Watch 6,Wearables,Samsung,1742.73,3,0.0,Nordeste,CE,Cartão de Débito,Loja Física
1720,2025-03-28,Redmi Note 13,Smartphones,Xiaomi,1653.91,1,0.15,Centro-Oeste,DF,Cartão de Débito,Loja Física
1721,2025-03-29,Cabo USB-C 2m,Acessórios,Baseus,40.75,2,0.05,Sudeste,SP,Cartão de Crédito,Online
1722,2025-03-29,Inspiron 15,Notebooks,Dell,3409.15,1,0.05,Sudeste,ES,Cartão de Crédito,Online
1723,2025-03-29,AirPods Pro,Áudio,Apple,1928.22,1,0.05,Nordeste,PE,Cartão de Crédito,Loja Física
1724,2025-03-29,Redmi Note 13,Smartphones,Xiaomi,1710.98,2,0.1,Sudeste,ES,Pix,Online
1725,2025-03-30,Nintendo Switch,Games,Nintendo,2636.61,1,0.0,Nordeste,PE,Cartão de Crédito,Loja Física
1726,2025-03-30,Teclado Mecânico,Acessórios,Redragon,251.07,3,0.0,Sudeste,MG,Cartão de Débito,Loja Física
1727,2025-03-30,"Smart TV 43"" Full HD",TVs,TCL,1669.23,2,0.2,Nordeste,PE,Pix,Loja Física
1728,2025-03-31,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,202.68,2,0.1,Norte,AM,Pix,Online
1729,2025-03-31,iPhone 15,Smartphones,Apple,5412.71,3,0.2,Sudeste,SP,Cartão de Débito,Online
1730,2025-03-31,Aspire 5,Notebooks,Acer,2855.66,1,0.0,Sudeste,SP,Cartão de Crédito,Online
1731,2025-03-31,Inspiron 15,Notebooks,Dell,3617.49,1,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
1732,2025-04-01,AirPods Pro,Áudio,Apple,1846.77,1,0.05,Nordeste,CE,Pix,Loja Física
1733,2025-04-01,Inspiron 15,Notebooks,Dell,3331.24,2,0.0,Norte,AM,Cartão de Crédito,Online
1734,2025-04-01,"Smart TV 43"" Full HD",TVs,TCL,1659.0,3,0.05,Centro-Oeste,GO,Cartão de Débito,Online
1735,2025-04-01,JBL Charge 5,Áudio,JBL,1018.09,2,0.0,Centro-Oeste,MT,Cartão de Crédito,Loja Física
1736,2025-04-01,"Smart TV 43"" Full HD",TVs,TCL,1687.65,1,0.05,Sul,RS,Cartão de Crédito,Loja Física
1737,2025-04-01,Galaxy S24,Smartphones,Samsung,4663.46,1,0.0,Sudeste,ES,Cartão de Débito,Online
1738,2025-04-02,AirPods Pro,Áudio,Apple,1956.23,3,0.0,Nordeste,BA,Pix,Online
1739,2025-04-02,Mi Band 8,Wearables,Xiaomi,311.35,2,0.0,Sudeste,RJ,Cartão de Crédito,Online
1740,2025-04-03,Mi Band 8,Wearables,Xiaomi,301.9,2,0.0,Sudeste,SP,Cartão de Crédito,Online
1741,2025-04-03,Cabo USB-C 2m,Acessórios,Baseus,37.27,1,0.0,Sudeste,RJ,Pix,Loja Física
1742,2025-04-03,Galaxy Watch 6,Wearables,Samsung,1766.74,2,0.0,Centro-Oeste,GO,Cartão de Crédito,Loja Física
1743,2025-04-04,PlayStation 5,Games,Sony,4054.8,1,0.0,Sudeste,MG,Boleto,Loja Física
1744,2025-04-05,Carregador Turbo 65W,Acessórios,Anker,149.93,1,0.15,Sudeste,RJ,Cartão de Crédito,Online
1745,2025-04-06,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,207.14,2,0.0,Centro-Oeste,DF,Boleto,Online
1746,2025-04-06,Carregador Turbo 65W,Acessórios,Anker,149.83,5,0.1,Sudeste,RJ,Cartão de Crédito,Online
1747,2025-04-07,Mi Band 8,Wearables,Xiaomi,312.52,2,0.15,Sudeste,RJ,Pix,Online
1748,2025-04-07,Mi Band 8,Wearables,Xiaomi,301.77,3,0.0,Norte,PA,Cartão de Crédito,Online
1749,2025-04-07,Aspire 5,Notebooks,Acer,2969.76,1,0.1,Sudeste,RJ,Cartão de Crédito,Online
1750,2025-04-08,Mi Band 8,Wearables,Xiaomi,285.61,2,0.2,Nordeste,PI,Cartão de Crédito,Online
1751,2025-04-08,Cabo USB-C 2m,Acessórios,Baseus,37.8,2,0.0,Norte,PA,Cartão de Crédito,Online
1752,2025-04-08,Nintendo Switch,Games,Nintendo,2593.39,1,0.1,Sudeste,SP,Cartão de Crédito,Online
1753,2025-04-08,Carregador Turbo 65W,Acessórios,Anker,152.72,1,0.0,Centro-Oeste,MT,Cartão de Crédito,Online
1754,2025-04-08,Moto G84,Smartphones,Motorola,1532.74,1,0.1,Centro-Oeste,DF,Cartão de Crédito,Online
1755,2025-04-09,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,191.58,1,0.05,Nordeste,CE,Cartão de Crédito,Loja Física
1756,2025-04-09,JBL Charge 5,Áudio,JBL,1010.28,1,0.1,Sudeste,MG,Cartão de Crédito,Online
1757,2025-04-09,JBL Charge 5,Áudio,JBL,984.91,1,0.0,Sul,RS,Cartão de Crédito,Online
1758,2025-04-10,Cabo USB-C 2m,Acessórios,Baseus,38.51,2,0.0,Sudeste,MG,Pix,Online
1759,2025-04-10,Apple Watch SE,Wearables,Apple,2590.34,1,0.1,Sudeste,SP,Pix,Online
1760,2025-04-10,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,191.25,2,0.05,Sul,PR,Pix,Online
1761,2025-04-11,Redmi Note 13,Smartphones,Xiaomi,1623.55,1,0.0,Sudeste,MG,Cartão de Débito,Online
1762,2025-04-11,Cabo USB-C 2m,Acessórios,Baseus,37.98,1,0.05,Sudeste,SP,Cartão de Crédito,Loja Física
1763,2025-04-11,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,197.27,2,0.2,Sudeste,RJ,Pix,Online
1764,2025-04-11,Galaxy S24,Smartphones,Samsung,4417.72,1,0.2,Sudeste,RJ,Cartão de Crédito,Online
1765,2025-04-11,Redmi Note 13,Smartphones,Xiaomi,1666.54,1,0.0,Sudeste,RJ,Cartão de Crédito,Online
1766,2025-04-12,AirPods Pro,Áudio,Apple,1954.5,1,0.0,Centro-Oeste,DF,Cartão de Crédito,Loja Física
1767,2025-04-12,Carregador Turbo 65W,Acessórios,Anker,144.99,1,0.1,Sudeste,SP,Pix,Online
1768,2025-04-12,Ideapad 3,Notebooks,Lenovo,2950.07,1,0.15,Nordeste,BA,Boleto,Online
1769,2025-04-12,Galaxy S24,Smartphones,Samsung,4471.18,1,0.1,Sul,RS,Boleto,Loja Física
1770,2025-04-13,Mi Band 8,Wearables,Xiaomi,310.43,3,0.0,Sudeste,SP,Pix,Online
1771,2025-04-13,Mi Band 8,Wearables,Xiaomi,310.23,2,0.0,Norte,AM,Cartão de Crédito,Online
1772,2025-04-13,Aspire 5,Notebooks,Acer,3076.26,3,0.0,Sudeste,SP,Cartão de Crédito,Online
1773,2025-04-14,Mouse Sem Fio,Acessórios,Logitech,130.25,2,0.0,Sudeste,SP,Boleto,Loja Física
1774,2025-04-14,Cabo USB-C 2m,Acessórios,Baseus,40.3,1,0.0,Sul,RS,Pix,Online
1775,2025-04-14,Mouse Sem Fio,Acessórios,Logitech,124.05,2,0.0,Sudeste,SP,Pix,Online
1776,2025-04-14,Cabo USB-C 2m,Acessórios,Baseus,38.69,1,0.0,Sudeste,SP,Cartão de Crédito,Online
1777,2025-04-14,Cabo USB-C 2m,Acessórios,Baseus,40.44,5,0.05,Sudeste,SP,Cartão de Crédito,Online
1778,2025-04-14,Cabo USB-C 2m,Acessórios,Baseus,40.8,3,0.15,Sudeste,ES,Cartão de Crédito,Loja Física
1779,2025-04-14,iPhone 15,Smartphones,Apple,5427.85,1,0.1,Sudeste,SP,Cartão de Crédito,Online
1780,2025-04-14,Teclado Mecânico,Acessórios,Redragon,244.49,2,0.1,Sudeste,SP,Cartão de Crédito,Online
1781,2025-04-15,Carregador Turbo 65W,Acessórios,Anker,152.57,5,0.0,Nordeste,BA,Cartão de Crédito,Loja Física
1782,2025-04-16,Carregador Turbo 65W,Acessórios,Anker,148.47,3,0.05,Sudeste,SP,Cartão de Crédito,Loja Física
1783,2025-04-16,MacBook Air M2,Notebooks,Apple,8971.82,1,0.0,Sul,RS,Pix,Online
1784,2025-04-16,Galaxy S24,Smartphones,Samsung,4425.69,1,0.0,Norte,PA,Boleto,Loja Física
1785,2025-04-16,Cabo USB-C 2m,Acessórios,Baseus,38.98,2,0.0,Sudeste,RJ,Cartão de Crédito,Online
1786,2025-04-16,Carregador Turbo 65W,Acessórios,Anker,146.45,1,0.05,Nordeste,CE,Pix,Loja Física
1787,2025-04-16,Mouse Sem Fio,Acessórios,Logitech,132.72,4,0.05,Sudeste,SP,Cartão de Crédito,Loja Física
1788,2025-04-17,Carregador Turbo 65W,Acessórios,Anker,141.93,2,0.05,Sudeste,SP,Pix,Online
1789,2025-04-17,"Smart TV 50"" 4K",TVs,Samsung,2815.06,3,0.15,Sul,PR,Boleto,Loja Física
1790,2025-04-17,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,202.36,1,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
1791,2025-04-17,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,199.45,3,0.1,Sudeste,RJ,Cartão de Crédito,Online
1792,2025-04-18,Carregador Turbo 65W,Acessórios,Anker,154.12,1,0.0,Norte,PA,Cartão de Crédito,Loja Física
1793,2025-04-18,Cabo USB-C 2m,Acessórios,Baseus,39.2,3,0.05,Sudeste,MG,Cartão de Débito,Online
1794,2025-04-19,Redmi Note 13,Smartphones,Xiaomi,1699.53,1,0.0,Sul,RS,Cartão de Crédito,Online
1795,2025-04-19,iPhone 15,Smartphones,Apple,5492.54,2,0.1,Centro-Oeste,DF,Cartão de Crédito,Online
1796,2025-04-19,Mi Band 8,Wearables,Xiaomi,312.05,4,0.0,Sudeste,MG,Cartão de Débito,Loja Física
1797,2025-04-19,iPhone 15,Smartphones,Apple,5549.45,1,0.1,Sudeste,MG,Cartão de Crédito,Online
1798,2025-04-19,Moto G84,Smartphones,Motorola,1491.77,2,0.0,Norte,PA,Cartão de Crédito,Loja Física
1799,2025-04-19,MacBook Air M2,Notebooks,Apple,8890.64,2,0.2,Sudeste,MG,Cartão de Crédito,Online
1800,2025-04-19,Teclado Mecânico,Acessórios,Redragon,251.75,3,0.0,Sul,PR,Pix,Loja Física
1801,2025-04-19,Galaxy S24,Smartphones,Samsung,4481.88,1,0.0,Sudeste,RJ,Pix,Online
1802,2025-04-20,Cabo USB-C 2m,Acessórios,Baseus,39.71,1,0.0,Sudeste,RJ,Cartão de Crédito,Online
1803,2025-04-20,Aspire 5,Notebooks,Acer,2853.54,2,0.0,Sudeste,ES,Cartão de Crédito,Loja Física
1804,2025-04-20,AirPods Pro,Áudio,Apple,1815.61,1,0.05,Nordeste,BA,Cartão de Débito,Loja Física
1805,2025-04-21,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,193.28,3,0.05,Nordeste,CE,Pix,Online
1806,2025-04-21,Carregador Turbo 65W,Acessórios,Anker,149.06,3,0.1,Nordeste,BA,Cartão de Crédito,Online
1807,2025-04-21,Moto G84,Smartphones,Motorola,1457.88,1,0.0,Nordeste,PE,Pix,Online
1808,2025-04-21,Inspiron 15,Notebooks,Dell,3601.34,2,0.0,Sudeste,RJ,Cartão de Crédito,Loja Física
1809,2025-04-22,Mouse Sem Fio,Acessórios,Logitech,134.21,2,0.0,Nordeste,BA,Boleto,Online
1810,2025-04-22,Inspiron 15,Notebooks,Dell,3453.77,1,0.1,Sudeste,RJ,Boleto,Online
1811,2025-04-22,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,190.49,2,0.0,Nordeste,PI,Pix,Online
1812,2025-04-23,Mouse Sem Fio,Acessórios,Logitech,134.54,3,0.0,Centro-Oeste,GO,Cartão de Crédito,Online
1813,2025-04-23,Fone Bluetooth Redmi Buds,Áudio,Xiaomi,204.74,2,0.15,Centro-Oeste,GO,Pix,Online
1814,2025-04-23,Moto G84,Smartphones,Motorola,1544.47,1,0.0,Centro-Oeste,MT,Cartão de Crédito,Online
1815,2025-04-24,Mi Band 8,Wearables,Xiaomi,298.16,1,0.0,Sudeste,SP,Boleto,Online
1816,2025-04-24,MacBook Air M2,Notebooks,Apple,9427.84,1,0.0,Sudeste,RJ,Cartão de Crédito,Online
1817,2025-04-25,Mouse Sem Fio,Acessórios,Logitech,123.63,2,0.0,Sudeste,SP,Pix,Online
1818,2025-04-25,Carregador Turbo 65W,Acessórios,Anker,154.16,4,0.1,Nordeste,CE,Pix,Loja Física
1819,2025-04-25,Mouse Sem Fio,Acessórios,Logitech,130.96,1,0.0,Norte,PA,Boleto,Loja Física
1820,2025-04-25,Inspiron 15,Notebooks,Dell,3514.31,1,0.15,Sudeste,RJ,Cartão de Crédito,Online
1821,2025-04-25,PlayStation 5,Games,Sony,3886.86,1,0.0,Centro-Oeste,GO,Cartão de Débito,Loja Física
1822,2025-04-26,Carregador Turbo 65W,Acessórios,Anker,145.32,1,0.15,Centro-Oeste,DF,Cartão de Crédito,Online
1823,2025-04-26,"Smart TV 43"" Full HD",TVs,TCL,1773.34,1,0.1,Sul,RS,Cartão de Crédito,Online
1824,2025-04-26,Carregador Turbo 65W,Acessórios,Anker,154.01,1,0.1,Nordeste,BA,Cartão de Crédito,Online
1825,2025-04-26,Galaxy S24,Smartphones,Samsung,4655.99,1,0.2,Sul,RS,Pix,Online
1826,2025-04-27,Ideapad 3,Notebooks,Lenovo,2771.69,1,0.0,Sudeste,SP,Boleto,Loja Física
1827,2025-04-27,Carregador Turbo 65W,Acessórios,Anker,144.96,3,0.05,Nordeste,BA,Pix,Online
1828,2025-04-27,Mouse Sem Fio,Acessórios,Logitech,127.91,1,0.05,Nordeste,PE,Cartão de Débito,Online
1829,2025-04-29,Mi Band 8,Wearables,Xiaomi,300.63,2,0.2,Sul,PR,Cartão de Crédito,Online
1830,2025-04-29,MacBook Air M2,Notebooks,Apple,9405.93,1,0.05,Centro-Oeste,MT,Cartão de Crédito,Online
1831,2025-04-29,Cabo USB-C 2m,Acessórios,Baseus,39.78,4,0.0,Sudeste,SP,Pix,Online
1832,2025-04-29,Redmi Note 13,Smartphones,Xiaomi,1627.67,1,0.0,Sudeste,SP,Cartão de Crédito,Online
1833,2025-04-29,Moto G84,Smartphones,Motorola,1449.09,2,0.1,Sudeste,SP,Cartão de Débito,Online
1834,2025-04-29,Carregador Turbo 65W,Acessórios,Anker,155.78,1,0.0,Sul,RS,Pix,Online
1835,2025-04-29,"Smart TV 43"" Full HD",TVs,TCL,1754.49,1,0.1,Sudeste,SP,Pix,Online
1836,2025-04-29,Apple Watch SE,Wearables,Apple,2581.69,1,0.0,Sul,PR,Cartão de Crédito,Loja Física
1837,2025-04-30,Mouse Sem Fio,Acessórios,Logitech,129.48,3,0.0,Sudeste,SP,Cartão de Crédito,Online
1838,2025-05-01,Carregador Turbo 65W,Acessórios,Anker,152.11,3,0.05,Sudeste,MG,Cartão de Crédito,Online
1839,2025-05-01,iPhone 15,Smartphones,Apple,5596.81,1,0.05,Centro-Oeste,MT,Cartão de Crédito,Online
1840,2025-05-01,Inspiron 15,Notebooks,Dell,3333.55,1,0.05,Centro-Oeste,MT,Pix,Loja Física
1841,2025-05-02,Carregador Turbo 65W,Acessórios,Anker,141.73,2,0.0,Norte,AM,Cartão de Crédito,Online
1842,2025-05-02,Cabo USB-C 2m,Acessórios,Baseus,38.0,3,0.0,Nordeste,BA,Boleto,Online
1843,2025-05-02,JBL Charge 5,Áudio,JBL,987.67,1,0.1,Sul,RS,Cartão de Crédito,Online
1844,2025-05-02,JBL Charge 5,Áudio,JBL,998.39,2,0.1,Sudeste,SP,Cartão de Crédito,Loja Física
1845,2025-05-02,Mi Band 8,Wearables,Xiaomi,300.71,3,0.0,Sudeste,SP,Cartão de Crédito,Loja Física
1846,2025-05-02,Mi Band 8,Wearables,Xiaomi,290.54,4,0.0,Sudeste,SP,Pix,Online
1847,2025-05-02,Cabo USB-C 2m,Acessórios,Baseus,40.48,1,0.0,Nordeste,CE,Pix,Online
1848,2025-05-02,AirPods Pro,Áudio,Apple,1841.1,1,0.0,Norte,PA,Cartão de Crédito,Loja Física
